x
381
4074
2288
56603
55471
2519
9957
6405
1080
1595
57646
6542
126393
5166
10083
5898
55971
10368
54972
1856
79657
8935
10942
3207
6376
79090
84058
64847
1087
57414
115939
114881
51087
3883
83741
1407
8993
83930
57172
972
199870
1357
6856
10048
920
10867
54814
5536
55148
11183
11185
2067
9052
50865
1355
54860
84220
64132
6344
57586
6591
11136
51507
9821
11215
9091
1015
11285
51306
54480
11345
4653
5009
55761
3224
84245
259282
6894
65078
5685
140876
11055
3937
1634
608
55173
2978
2896
90326
9341
10911
5954
5982
89801
340533
7984
9603
7092
140689
5010
23201
84957
5318
54432
90956
3631
6515
55359
2767
84699
51564
60488
10513
770
79763
933
2928
7544
3784
29850
28951
55593
27238
9716
55808
29995
5704
54752
9744
51009
50508
57719
23030
3385
83992
51412
3835
64063
634
64848
54929
55810
7132
9950
1951
5526
5837
602
9488
51052
10272
2046
9319
22846
3861
54474
6694
3028
2249
6480
29090
80341
57455
23609
55094
27334
7145
4804
9423
51015
7216
4335
9741
8756
26469
1815
6343
6793
30009
65993
771
5607
57103
26281
9108
1361
83641
8621
10077
9697
54763
4710
63897
27248
53405
23505
79041
64431
2191
58524
64090
54887
28962
50939
6561
56131
56133
51668
55437
5351
5019
55659
57613
29992
54700
80168
359
27292
27102
51314
54749
3049
4680
55696
3294
9183
3691
23645
7205
4185
6583
1071
4504
7022
6820
54869
28954
81572
23368
343641
57186
51575
23409
51605
7384
51291
3902
8079
78990
7023
10081
51324
8646
84572
2802
1947
2734
10683
57106
132949
1738
368
54918
350
9552
26575
151887
54930
1053
55644
55632
7051
27285
201294
9942
124
25984
990
8086
23468
27252
2327
1725
25837
5711
54187
57715
23430
2940
5603
28978
80863
7738
7414
23411
7049
11018
7593
79629
5714
112755
1943
513
27006
284422
4713
9524
26517
997
126353
4616
8174
6300
3053
9342
80764
4320
4282
100037417
5008
10291
11274
266629
6634
5594
6948
1417
6576
50487
3957
57026
57168
3956
113791
402055
129138
85377
79019
11144
150274
56993
27156
7494
51493
9929
9567
10126
25770
55586
25807
140564
10633
10042
638
3162
8508
4174
410
23551
23170
23492
49
164633
10454
150379
80339
4627
25828
8664
5816
7380
55007
6767
3560
9978
83746
150356
84844
50
5372
64781
9889
83933
11035
10914
22795
6617
11198
2287
1511
2999
3002
1690
11154
5427
6655
5836
64841
10175
10668
51382
26499
5283
5684
283578
161394
10598
9517
79890
8846
1113
51635
51804
6554
1983
79038
623
7443
328
8106
10278
51550
5106
4792
5721
84312
5411
1591
6790
55734
5834
10544
4605
140902
57167
1477
7165
1522
81027
28231
79444
22888
1917
6725
54976
1457
140733
343637
128674
55612
140711
51654
6640
5020
128866
3929
140679
1472
191
10816
128869
10005
57136
9352
54941
3421
203427
25878
5716
412
10857
158800
55916
2986
23439
9506
2742
10735
2158
215
3750
27344
282808
9248
6102
8237
7076
347365
2717
479
2862
54
6445
10562
4913
10127
4313
23594
80262
11151
84560
10204
869
23568
51090
6367
1723
6361
5432
50855
4324
79650
29070
221191
4832
5713
79918
55512
23659
79152
56942
64714
398
4350
83693
7249
26048
4833
26063
10273
9028
4210
1428
6650
343
57478
27324
4150
10423
6530
400506
23269
366
1445
123263
51285
1512
30844
9333
2553
29106
55192
171177
57617
11339
2137
27161
55824
7038
55290
79752
6101
8767
10404
1666
6422
5327
27121
54332
3646
9694
54108
2765
65263
66036
10671
2936
8797
5516
4741
54793
56915
54623
4051
9668
7733
7288
27294
1891
3191
3743
5971
11129
64130
284352
1158
92960
57030
10535
8175
268
27120
56729
81492
79735
166
6449
6618
84922
84167
8529
79852
6511
29124
2091
1178
10148
1155
79187
5438
333
26093
7040
1089
10226
973
3982
4818
7087
1048
1406
6822
11140
10567
84518
148066
3036
9545
1628
2057
54922
1777
79165
6142
6528
27106
5296
5864
1311
10430
26330
7392
2077
2931
64763
23094
199731
5444
64816
10061
3082
3912
51619
51384
1358
51200
85865
7980
10282
10135
221830
3696
26959
6671
10200
64111
858
3199
3955
3202
3203
23554
1124
83451
55033
6804
10392
11333
1577
29886
8976
23553
7965
5118
55131
5054
346606
8985
6119
51024
113263
93408
95681
643641
4232
57002
26157
5683
64983
165
58498
2645
10652
7461
146542
51510
2218
10952
727
944
203
6013
55848
8721
23064
29760
1592
11101
64072
59
81855
79176
79991
56521
10105
23232
4353
10610
56919
51096
5026
8288
1411
57532
6143
1440
6827
7473
23729
30851
5023
8688
201158
6198
9487
2584
5216
8402
51655
708
1362
9527
57003
51003
1819
11216
1655
40
6347
6346
6357
3882
2648
4669
3292
51225
1277
51264
55379
10014
1845
786
3131
1949
29098
5957
4619
7448
7126
27346
8456
952
3381
51056
6372
79960
173
8929
2798
80157
6783
26952
5197
4790
3558
7466
54433
2483
116449
25854
3732
6688
1075
8882
56253
79864
23220
81622
83480
595
79080
27339
79073
24145
345
3587
374378
8050
51296
4250
84649
10944
8531
5250
55703
969
11108
9976
6404
41
1610
83892
9761
4598
81566
51561
341359
1594
4618
4617
2735
57460
4048
2004
55846
11272
57097
10094
2251
4633
10635
10566
1389
1027
55507
4055
79676
4940
420
4256
397
79785
11211
55801
3458
57122
4848
11103
51258
84519
2784
56994
8078
7167
113246
339
79923
51026
55907
29915
50856
57379
11021
1337
8683
26127
3820
389434
345895
84830
25842
135114
80329
80736
26271
2178
7287
1432
11329
3111
55776
10486
81491
2822
55856
6206
135152
51053
8724
9841
9896
54346
168090
4188
705
6908
2979
5961
10591
55770
55754
3910
10279
4224
23517
3670
6534
83594
1839
4015
3003
1007
6678
9421
56132
26167
56130
56129
56121
54974
3593
7265
4012
64902
3565
3567
7903
51294
6500
9631
2908
56951
373
5917
1044
662
57709
56920
51364
4057
4292
1962
51185
3273
5948
5947
5210
3280
2779
11334
10641
59345
27136
7372
80325
23276
9136
13
10289
92999
7134
4820
28972
6787
57590
5610
26528
54497
22924
9168
4436
8440
7035
6556
338
83444
150465
51011
51639
7781
9784
92840
23559
64427
374291
84759
3196
1796
33
5967
3485
3488
3769
2677
4759
3336
7475
9173
6549
566
5510
5624
3398
4953
26003
10153
151393
1746
6509
4999
5534
5341
5657
84634
116444
25806
525
2956
65977
6697
1185
1179
607
25823
9068
127428
9528
4985
79084
81563
10459
60672
23169
343071
400735
7799
5997
10352
84618
8574
64175
10560
8674
25949
200010
1509
51146
4317
335
6543
23271
471
7141
7276
23033
27145
81833
9519
153918
84085
134637
83449
80306
7844
6185
140710
5311
8987
10983
5918
60526
8074
22936
9615
84417
51692
57696
80212
81932
9525
5273
145258
57143
83982
91754
112752
64207
10965
55640
7043
64895
9540
23433
54867
54454
25940
84272
54812
29094
9419
79847
5507
2834
3218
3215
3217
1843
79646
4488
3641
3444
84918
80129
64411
56128
56126
56122
56124
83884
5396
63923
83887
51248
84955
84318
1997
29880
51307
9499
1958
5217
4801
51019
7976
1846
10174
23435
65122
157506
1748
8161
6909
56155
81558
23397
84057
7700
57616
50836
79887
22914
50839
79912
3375
50837
50835
10342
8997
80218
9479
9409
91614
847
2700
2693
8743
119587
2946
140
92
51426
2322
387496
84248
4656
196
27241
654231
80820
644150
3204
3624
10268
29960
7291
1211
23349
56829
6718
50674
5552
1959
317662
7374
28981
35
26994
79365
8082
10212
79002
976
79973
83446
84650
540
23091
58158
29095
5153
3229
4035
3228
3223
2166
57035
29927
51209
4108
55183
79809
9111
7130
130399
206358
55509
3759
81579
6626
80776
725
59348
23682
10888
79441
79586
3623
84080
79913
4159
90196
5266
140686
514
5335
6431
57403
5740
6615
27304
55905
4109
5184
3581
84693
400961
11017
10199
27189
3991
56269
27076
1088
80352
26268
88745
696
10384
6631
6568
3007
8361
222643
57505
3024
346157
26212
10930
54210
81578
6659
57699
6745
6310
2069
10647
